species,id,number,fl,tl,wt,direction,us_clip,ds_clip,date
Pumpkinseed,,6,85,90,86.9,Downstream,,,2005-08-23
Pumpkinseed,,1,122,129,35.2,Downstream,,,2005-08-23
Pumpkinseed,,4,95,100,50.3,Downstream,,,2005-08-23
Pumpkinseed,,5,90,95,69.2,Downstream,,,2005-08-23
Pumpkinseed,,1,85,89,12.4,Downstream,,,2005-08-23
Pumpkinseed,,1,121,127,36.2,Downstream,,,2005-08-23
Pumpkinseed,,1,90,93,14.7,Downstream,,,2005-08-23
Pumpkinseed,,1,62,66,3.9,Downstream,,,2005-08-23
Pumpkinseed,,bulk,95,100,56.5,Downstream,,,2005-08-23
Pumpkinseed,,bulk,115,118,31.9,Downstream,,,2005-08-23
Pumpkinseed,,7,104,109,103.3,Downstream,,,2005-08-23
Pumpkinseed,,1,128,133,34.2,Downstream,,,2005-08-23
Pumpkinseed,,4,96,102,68.3,Downstream,,,2005-08-23
Pumpkinseed,,2,109,115,,Downstream,,,2005-08-23
Pumpkinseed,,1,130,137,33.8,Downstream,,,2005-08-23
Pumpkinseed,,3,103,114,70.8,Downstream,,,2005-08-23
Pumpkinseed,,1,119,125,36.8,Downstream,,,2005-08-23
Pumpkinseed,,1,83,87,5,Downstream,,,2005-08-23
Pumpkinseed,,1,102,118,19.5,Downstream,,,2005-08-23
Pumpkinseed,,1,119,125,32.5,Downstream,,,2005-08-23
Pumpkinseed,,1,81,87,10,Downstream,,,2005-08-23
Pumpkinseed,,1,67,71,5,Downstream,,,2005-08-23
Pumpkinseed,,bulk,78,81,78.6,Downstream,,,2005-08-23
Pumpkinseed,,1,99,104,,Downstream,,,2005-08-23
Smallmouth bass,,1,123,130,32.4,Downstream,,,2005-08-23
Smallmouth bass,,1,156,162,60,Downstream,,,2005-08-23
Smallmouth bass,,1,122,138,22.5,Downstream,,,2005-08-23
Smallmouth bass,,1,100,105,11.1,Downstream,,,2005-08-23
Smallmouth bass,,3,100,107,46,Downstream,,,2005-08-23
White Sucker,,1,230,249,132,Downstream,,,2005-08-23
White Sucker,,1,226,243,126,Downstream,,,2005-08-23
White Sucker,,1,180,194,67.5,Downstream,,,2005-08-23
White Sucker,,1,232,255,139.5,Downstream,,,2005-08-23
Yellow Perch,,bulk,52,57,23.7,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,57,130.7,Downstream,,,2005-08-23
Yellow Perch,,bulk,54,58,176.8,Downstream,,,2005-08-23
Yellow Perch,,bulk,51,56,127.1,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,57,154,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,58,89.6,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,58,228.1,Downstream,,,2005-08-23
Yellow Perch,,bulk,56,60,262.4,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,58,208.4,Downstream,,,2005-08-23
Yellow Perch,,bulk,57,61,193.8,Downstream,,,2005-08-23
Yellow Perch,,bulk,57,60,143.6,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,59,132.5,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,57,124,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,56,137,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,58,117.8,Downstream,,,2005-08-23
Yellow Perch,,bulk,54,57,100.7,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,58,137.4,Downstream,,,2005-08-23
Yellow Perch,,bulk,52,55,61.9,Downstream,,,2005-08-23
Yellow Perch,,bulk,50,54,92.1,Downstream,,,2005-08-23
Yellow Perch,,bulk,52,55,68.1,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,58,93.5,Downstream,,,2005-08-23
Yellow Perch,,bulk,50,54,56,Downstream,,,2005-08-23
Yellow Perch,,bulk,56,59,23.3,Downstream,,,2005-08-23
Yellow Perch,,bulk,56,60,44.5,Downstream,,,2005-08-23
Yellow Perch,,1,75,83,59.5,Downstream,,,2005-08-23
Yellow Perch,,1,165,174,58.2,Downstream,,,2005-08-23
Yellow Perch,,bulk,50,54,21.4,Downstream,,,2005-08-23
Yellow Perch,,bulk,81,87,10.3,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,57,27.9,Downstream,,,2005-08-23
Yellow Perch,,1,130,137,20,Downstream,,,2005-08-23
Yellow Perch,,1,52,55,0.7,Downstream,,,2005-08-23
Yellow Perch,,1,50,54,0.7,Downstream,,,2005-08-23
Yellow Perch,,1,55,58,1,Downstream,,,2005-08-23
Yellow Perch,,bulk,54,57,75.1,Downstream,,,2005-08-23
Yellow Perch,,bulk,50,53,100.1,Downstream,,,2005-08-23
Yellow Perch,,1,70,79,58.1,Downstream,,,2005-08-23
Yellow Perch,,1,129,135,24.5,Downstream,,,2005-08-23
Yellow Perch,,1,56,60,49.4,Downstream,,,2005-08-23
Yellow Perch,,bulk,56,59,63.5,Downstream,,,2005-08-23
Yellow Perch,,bulk,54,57,31.7,Downstream,,,2005-08-23
Yellow Perch,,1,165,173,41.7,Downstream,,,2005-08-23
Yellow Perch,,bulk,52,56,19.5,Downstream,,,2005-08-23
Yellow Perch,,1,81,86,5.4,Downstream,,,2005-08-23
Yellow Perch,,1,79,83,4.9,Downstream,,,2005-08-23
Yellow Perch,,4,54,58,7.3,Downstream,,,2005-08-23
Yellow Perch,,1,56,60,2.6,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,56,172.2,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,60,159.6,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,57,116.7,Downstream,,,2005-08-23
Yellow Perch,,bulk,50,54,118.4,Downstream,,,2005-08-23
Yellow Perch,,bulk,60,64,140.7,Downstream,,,2005-08-23
Yellow Perch,,bulk,54,58,87.9,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,59,82.4,Downstream,,,2005-08-23
Yellow Perch,,bulk,51,55,96.8,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,59,63.7,Downstream,,,2005-08-23
Yellow Perch,,1,150,157,38.9,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,58,98.4,Downstream,,,2005-08-23
Yellow Perch,,bulk,54,58,26.8,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,57,41.8,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,56,75.5,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,56,75.5,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,58,40,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,58,53.8,Downstream,,,2005-08-23
Yellow Perch,,bulk,54,57,65.9,Downstream,,,2005-08-23
Yellow Perch,,bulk,53,56,24.2,Downstream,,,2005-08-23
Yellow Perch,,bulk,54,58,40.5,Downstream,,,2005-08-23
Yellow Perch,,bulk,50,53,22.7,Downstream,,,2005-08-23
Yellow Perch,,bulk,55,59,12.7,Downstream,,,2005-08-23
Yellow Perch,,1,140,147,36.5,Downstream,,,2005-08-23
Brassy Minnow,,1,66,71,2.6,Upstream,,,2005-08-23
Cisco,,1,90,100,5.5,Upstream,,,2005-08-23
Common Shiner,,1,93,103,7.6,Upstream,,,2005-08-23
Common Shiner,,1,110,123,15.9,Upstream,,,2005-08-23
Common Shiner,,1,140,153,39.3,Upstream,,,2005-08-23
Common Shiner,,1,72,80,3.2,Upstream,,,2005-08-23
Common Shiner,,1,110,120,15.1,Upstream,,,2005-08-23
Common Shiner,,1,140,152,31.2,Upstream,,,2005-08-23
Common Shiner,,1,100,110,10.7,Upstream,,,2005-08-23
Common Shiner,,1,106,118,14.1,Upstream,1,,2005-08-23
Common Shiner,,1,79,87,4.5,Upstream,,,2005-08-23
Common Shiner,,1,115,127,17.8,Upstream,,,2005-08-23
Common Shiner,,1,96,106,10.7,Upstream,,,2005-08-23
Common Shiner,,1,53,58,2.5,Upstream,,,2005-08-23
Creek Chub,,1,123,130,23,Upstream,,,2005-08-23
Creek Chub,,1,150,160,35.5,Upstream,,,2005-08-23
Creek Chub,,1,162,170,47.5,Upstream,,,2005-08-23
Creek Chub,,1,145,155,38.4,Upstream,1,,2005-08-23
Creek Chub,,1,165,175,64.6,Upstream,,,2005-08-23
Creek Chub,,1,134,143,30.1,Upstream,,,2005-08-23
Golden Shiner,,1,150,165,31.2,Upstream,,,2005-08-23
Golden Shiner,,1,125,138,22.3,Upstream,,,2005-08-23
Golden Shiner,CR5-A23-GS-7,1,93,102,8.1,Upstream,,,2005-08-23
Golden Shiner,CR5-A23-GS-8,1,104,115,11.2,Upstream,,,2005-08-23
Golden Shiner,CR5-A23-GS-9,1,106,119,13.4,Upstream,,,2005-08-23
Golden Shiner,CR5-A23-GS-10,1,91,102,8.3,Upstream,,,2005-08-23
Golden Shiner,,1,118,130,18.5,Upstream,,,2005-08-23
Golden Shiner,,1,82,92,5.2,Upstream,,,2005-08-23
Pumpkinseed,,1,105,112,23.2,Upstream,,,2005-08-23
Pumpkinseed,,1,100,107,18.5,Upstream,,,2005-08-23
Pumpkinseed,,3,60,64,9.1,Upstream,,,2005-08-23
Pumpkinseed,,1,79,84,8.4,Upstream,,,2005-08-23
Smallmouth bass,,8,100,106,85.4,Upstream,,,2005-08-23
Smallmouth bass,,1,121,127,17.3,Upstream,,,2005-08-23
Smallmouth bass,,bulk,101,116,135.6,Upstream,,,2005-08-23
Smallmouth bass,,1,104,111,14.8,Upstream,,,2005-08-23
Smallmouth bass,,2,103,109,36.3,Upstream,,,2005-08-23
White Sucker,,1,205,222,90.5,Upstream,,,2005-08-23
White Sucker,,1,130,140,25.2,Upstream,,,2005-08-23
Yellow Perch,,bulk,60,64,90,Upstream,,,2005-08-23
Yellow Perch,,bulk,52,57,90.8,Upstream,,,2005-08-23
Yellow Perch,,bulk,55,58,87.8,Upstream,,,2005-08-23
Yellow Perch,,bulk,54,57,151.7,Upstream,,,2005-08-23
Yellow Perch,,bulk,55,58,84.4,Upstream,,,2005-08-23
Yellow Perch,,1,68,72,1.8,Upstream,,,2005-08-23
Yellow Perch,,bulk,57,60,148.5,Upstream,,,2005-08-23
Yellow Perch,,bulk,54,57,88,Upstream,,,2005-08-23
Yellow Perch,,bulk,56,60,78,Upstream,,,2005-08-23
Yellow Perch,,bulk,70,75,56.2,Upstream,,,2005-08-23
Yellow Perch,,bulk,55,58,16.3,Upstream,,,2005-08-23
Yellow Perch,,bulk,115,122,18.8,Upstream,,,2005-08-23
Yellow Perch,,4,83,88,30.4,Upstream,,,2005-08-23
Yellow Perch,,1,154,162,47.4,Upstream,,,2005-08-23
Yellow Perch,,1,55,59,,Upstream,,,2005-08-23
Yellow Perch,,1,54,58,1.9,Upstream,,,2005-08-23
Yellow Perch,,2,52,56,3.1,Upstream,,,2005-08-23
Yellow Perch,,1,96,101,16.2,Upstream,,,2005-08-23
Brown Bullhead,,1,,220,120.6,Downstream,,,2006-08-23
Brown Bullhead,,1,,96,8.5,Downstream,,,2006-08-23
Brown Bullhead,,1,,114,15.8,Downstream,,,2006-08-23
Brown Bullhead,,1,,168,60.8,Downstream,,,2006-08-23
Brown Bullhead,,1,,157,44.7,Downstream,,,2006-08-23
Brown Bullhead,,1,,185,66.6,Downstream,,,2006-08-23
Brown Bullhead,,1,,185,75.9,Downstream,,,2006-08-23
Brown Bullhead,,1,,167,55.1,Downstream,,,2006-08-23
Brown Bullhead,,1,,139,33.9,Downstream,,,2006-08-23
Brown Bullhead,,1,,130,26.8,Downstream,,,2006-08-23
Brown Bullhead,,1,,160,48.9,Downstream,,,2006-08-23
Brown Bullhead,,1,,100,11.9,Downstream,,,2006-08-23
Brown Bullhead,,1,,160,13.6,Downstream,,,2006-08-23
Brown Bullhead,,1,,100,11.8,Downstream,,,2006-08-23
Brown Bullhead,,1,,90,6.1,Downstream,,,2006-08-23
Brown Bullhead,,1,,97,11.1,Downstream,,,2006-08-23
Brown Bullhead,,1,,80,6.8,Downstream,,,2006-08-23
Brown Bullhead,,1,,81,4.8,Downstream,,,2006-08-23
Brown Bullhead,,1,,230,144,Downstream,,,2006-08-23
Brown Bullhead,,1,,121,22.1,Downstream,,,2006-08-23
Common Shiner,,1,97,,10.4,Downstream,,,2006-08-23
Common Shiner,,1,125,137,24.8,Downstream,,,2006-08-23
Common Shiner,,1,150,167,48.1,Downstream,,,2006-08-23
Common Shiner,,1,87,96,7.4,Downstream,,1,2006-08-23
Common Shiner,,1,100,111,10.6,Downstream,,,2006-08-23
Creek Chub,,1,70,74,8.2,Downstream,,,2006-08-23
Creek Chub,,1,110,122,10.1,Downstream,,,2006-08-23
Creek Chub,,1,61,66,1.9,Downstream,,,2006-08-23
Creek Chub,,1,112,124,14.2,Downstream,,,2006-08-23
Creek Chub,,4,97,74,10.5,Downstream,,,2006-08-23
Creek Chub,,1,58,63,2.2,Downstream,,,2006-08-23
Creek Chub,,1,125,133,20.4,Downstream,,,2006-08-23
Creek Chub,,1,110,118,14.6,Downstream,,,2006-08-23
Creek Chub,,1,116,124,17.4,Downstream,,,2006-08-23
Creek Chub,,1,121,126,14.8,Downstream,,,2006-08-23
Creek Chub,,1,85,91,4.9,Downstream,,,2006-08-23
Creek Chub,,1,70,77,2.4,Downstream,,,2006-08-23
Creek Chub,,1,65,70,3.4,Downstream,,,2006-08-23
Creek Chub,,1,70,75,3.5,Downstream,1,,2006-08-23
Golden Shiner,,1,120,131,21.9,Downstream,,,2006-08-23
Golden Shiner,,1,,,,Downstream,,,2006-08-23
Golden Shiner,,1,121,134,22.4,Downstream,,,2006-08-23
Golden Shiner,,1,109,121,4.8,Downstream,,,2006-08-23
Golden Shiner,,1,60,66,2,Downstream,,,2006-08-23
Golden Shiner,,1,96,107,9.2,Downstream,,,2006-08-23
Golden Shiner,,1,107,120,12.3,Downstream,,,2006-08-23
Golden Shiner,,1,95,104,9.5,Downstream,,,2006-08-23
Golden Shiner,,1,93,104,10.6,Downstream,,,2006-08-23
Golden Shiner,,1,128,141,25.5,Downstream,,,2006-08-23
Pumpkinseed,,8,100,105,133,Downstream,,,2006-08-23
Pumpkinseed,,bulk,96,101,197.1,Downstream,,,2006-08-23
Pumpkinseed,,bulk,104,109,178.9,Downstream,,,2006-08-23
Pumpkinseed,,bulk,102,107,138.1,Downstream,,,2006-08-23
Pumpkinseed,,1,123,130,45.5,Downstream,,,2006-08-23
Pumpkinseed,,1,122,129,33.1,Downstream,,,2006-08-23
Pumpkinseed,,6,102,109,107.7,Downstream,,,2006-08-23
Pumpkinseed,,6,90,95,97.6,Downstream,,,2006-08-23
Smallmouth bass,,1,110,114,17,Downstream,,,2006-08-23
Smallmouth bass,,1,157,165,51.8,Downstream,,,2006-08-23
Smallmouth bass,,1,125,131,26.5,Downstream,,,2006-08-23
Smallmouth bass,,bulk,115,121,138.9,Downstream,,,2006-08-23
Smallmouth bass,,1,92,97,6.8,Downstream,,,2006-08-23
Smallmouth bass,,1,47,58,1.5,Downstream,,,2006-08-23
White Sucker,,1,206,221,89.7,Downstream,,,2006-08-23
White Sucker,,1,271,292,216.4,Downstream,,,2006-08-23
White Sucker,,1,215,230,118.2,Downstream,,,2006-08-23
Yellow Perch,,bulk,57,61,86.4,Downstream,,,2006-08-23
Yellow Perch,,bulk,57,60,95.8,Downstream,,,2006-08-23
Yellow Perch,,bulk,55,58,95,Downstream,,,2006-08-23
Yellow Perch,,bulk,56,60,86.2,Downstream,,,2006-08-23
Yellow Perch,,bulk,54,57,80,Downstream,,,2006-08-23
Yellow Perch,,bulk,52,56,76.9,Downstream,,,2006-08-23
Yellow Perch,,bulk,58,61,74.3,Downstream,,,2006-08-23
Yellow Perch,,bulk,54,56,45.7,Downstream,,,2006-08-23
Yellow Perch,,bulk,54,57,58.8,Downstream,,,2006-08-23
Yellow Perch,,3,90,94,18.5,Downstream,,,2006-08-23
Yellow Perch,,6,52,56,9.7,Downstream,,,2006-08-23
Yellow Perch,,1,97,101,8.9,Downstream,,,2006-08-23
Yellow Perch,,bulk,58,62,23.7,Downstream,,,2006-08-23
Yellow Perch,,1,180,188,66.4,Downstream,,,2006-08-23
Yellow Perch,,1,181,190,72.6,Downstream,,,2006-08-23
Yellow Perch,,1,141,147,35.7,Downstream,,,2006-08-23
Yellow Perch,,1,151,158,43.8,Downstream,,,2006-08-23
Yellow Perch,,bulk,57,60,18.1,Downstream,,,2006-08-23
Yellow Perch,,1,60,63,2.1,Downstream,,,2006-08-23
Yellow Perch,,1,54,59,1.5,Downstream,,,2006-08-23
Yellow Perch,,1,97,102,10.4,Downstream,,,2006-08-23
Yellow Perch,,1,154,162,44.6,Downstream,,,2006-08-23
Yellow Perch,,bulk,52,56,97.4,Downstream,,,2006-08-23
Yellow Perch,,bulk,53,56,42.7,Downstream,,,2006-08-23
Yellow Perch,,bulk,51,54,60,Downstream,,,2006-08-23
Yellow Perch,,1,178,185,60.8,Downstream,,,2006-08-23
Yellow Perch,,3,108,114,52.5,Downstream,,,2006-08-23
Yellow Perch,,bulk,52,55,70,Downstream,,,2006-08-23
Yellow Perch,,1,91,96,1.9,Downstream,,,2006-08-23
Common Shiner,,1,145,151,38.6,Upstream,,,2006-08-23
Common Shiner,,1,113,126,16.5,Upstream,,,2006-08-23
Common Shiner,,1,63,70,3.1,Upstream,,,2006-08-23
Common Shiner,,1,104,113,10.6,Upstream,1,,2006-08-23
Common Shiner,,1,112,121,15.8,Upstream,,,2006-08-23
Creek Chub,,1,165,175,53.8,Upstream,,,2006-08-23
Creek Chub,,1,65,70,2.1,Upstream,,,2006-08-23
Creek Chub,,1,125,135,22,Upstream,,1,2006-08-23
Creek Chub,,1,130,139,23.8,Upstream,,,2006-08-23
Creek Chub,,1,104,112,9.6,Upstream,,,2006-08-23
Creek Chub,,1,64,68,1.9,Upstream,,,2006-08-23
Golden Shiner,,1,112,124,14.2,Upstream,,,2006-08-23
Golden Shiner,,1,95,106,10,Upstream,,,2006-08-23
Golden Shiner,,1,112,124,15.7,Upstream,,,2006-08-23
Golden Shiner,,1,95,106,10,Upstream,,,2006-08-23
Golden Shiner,,1,80,90,5.3,Upstream,,,2006-08-23
Golden Shiner,,1,107,117,13.4,Upstream,,,2006-08-23
Golden Shiner,,1,98,109,10.3,Upstream,,,2006-08-23
Pumpkinseed,,1,52,56,10.5,Upstream,,,2006-08-23
Pumpkinseed,,1,85,92,10.9,Upstream,,,2006-08-23
Pumpkinseed,,1,102,108,20,Upstream,,,2006-08-23
Pumpkinseed,,6,65,69,20.6,Upstream,,,2006-08-23
Pumpkinseed,,1,97,103,17,Upstream,,,2006-08-23
Pumpkinseed,,4,100,105,52.5,Upstream,,,2006-08-23
Pumpkinseed,,1,62,67,4,Upstream,,,2006-08-23
Pumpkinseed,,1,110,117,25,Upstream,,,2006-08-23
Pumpkinseed,,4,91,97,46.6,Upstream,,,2006-08-23
Pumpkinseed,,4,62,66,14.9,Upstream,,,2006-08-23
Smallmouth bass,,1,105,109,12.4,Upstream,,,2006-08-23
Smallmouth bass,,1,105,111,14.2,Upstream,,,2006-08-23
Smallmouth bass,,3,100,105,32.1,Upstream,,,2006-08-23
Smallmouth bass,,1,117,124,19.1,Upstream,,,2006-08-23
Smallmouth bass,,1,84,89,6.4,Upstream,,,2006-08-23
White Sucker,,1,122,130,18.5,Upstream,,,2006-08-23
Yellow Perch,,bulk,50,53,57.3,Upstream,,,2006-08-23
Yellow Perch,,bulk,55,59,55.4,Upstream,,,2006-08-23
Yellow Perch,,bulk,57,61,28.5,Upstream,,,2006-08-23
Yellow Perch,,1,111,117,14.7,Upstream,,,2006-08-23
Yellow Perch,,1,123,130,22.6,Upstream,,,2006-08-23
Yellow Perch,,1,95,100,9.7,Upstream,,,2006-08-23
Yellow Perch,,1,91,96,8.7,Upstream,,,2006-08-23
Yellow Perch,,1,97,102,10.5,Upstream,,,2006-08-23
Yellow Perch,,1,130,137,23.8,Upstream,,,2006-08-23
Yellow Perch,,bulk,55,59,25.3,Upstream,,,2006-08-23
Yellow Perch,,1,85,89,6.1,Upstream,,,2006-08-23
Yellow Perch,,1,87,92,5.9,Upstream,,,2006-08-23
Yellow Perch,,bulk,57,60,11,Upstream,,,2006-08-23
Yellow Perch,,2,79,84,9,Upstream,,,2006-08-23
Brown Bullhead,,1,,219,129.5,Downstream,,,2007-08-23
Brown Bullhead,,1,,135,23.5,Downstream,,,2007-08-23
Brown Bullhead,,1,,102,13.9,Downstream,,,2007-08-23
Brown Bullhead,,1,,193,11.1,Downstream,,,2007-08-23
Brown Bullhead,,1,,157,31.7,Downstream,,,2007-08-23
Brown Bullhead,,1,,122,22.3,Downstream,,,2007-08-23
Common Shiner,CR5-A23-CS-11,1,72,79,2.7,Downstream,,,2007-08-23
Common Shiner,,1,77,86,5.1,Downstream,,,2007-08-23
Common Shiner,,1,67,73,2.9,Downstream,,,2007-08-23
Common Shiner,,1,114,124,15.7,Downstream,,,2007-08-23
Common Shiner,,1,120,132,17.1,Downstream,,,2007-08-23
Common Shiner,,1,81,90,5,Downstream,,,2007-08-23
Common Shiner,,1,92,102,8.2,Downstream,,,2007-08-23
Common Shiner,,1,72,80,3.5,Downstream,,,2007-08-23
Common Shiner,,1,102,112,11.6,Downstream,,,2007-08-23
Common Shiner,,1,67,74,2.1,Downstream,,,2007-08-23
Common Shiner,,1,133,150,23.7,Downstream,,,2007-08-23
Common Shiner,,1,78,87,3.2,Downstream,,,2007-08-23
Common Shiner,,1,62,70,2,Downstream,,,2007-08-23
Common Shiner,,1,61,69,2.4,Downstream,,,2007-08-23
Creek Chub,,1,72,76,5,Downstream,,,2007-08-23
Creek Chub,,1,75,81,4.2,Downstream,,,2007-08-23
Creek Chub,,1,70,75,3.2,Downstream,,,2007-08-23
Creek Chub,,1,66,72,2.2,Downstream,,,2007-08-23
Creek Chub,,1,111,118,14.9,Downstream,,,2007-08-23
Creek Chub,,1,135,145,26.4,Downstream,,,2007-08-23
Creek Chub,,1,136,145,30,Downstream,,,2007-08-23
Creek Chub,,1,75,81,4.1,Downstream,,,2007-08-23
Creek Chub,,1,70,75,3.4,Downstream,,,2007-08-23
Creek Chub,,1,131,140,43.2,Downstream,,,2007-08-23
Creek Chub,,1,92,100,7.7,Downstream,,,2007-08-23
Creek Chub,,1,85,92,3.2,Downstream,,,2007-08-23
Creek Chub,,1,57,62,1.8,Downstream,,,2007-08-23
Creek Chub,,1,60,65,1.6,Downstream,,,2007-08-23
Creek Chub,,1,67,72,2.2,Downstream,,,2007-08-23
Golden Shiner,,1,106,115,15,Downstream,,,2007-08-23
Golden Shiner,,1,100,110,11.4,Downstream,,,2007-08-23
Golden Shiner,,1,117,129,15.9,Downstream,,,2007-08-23
Golden Shiner,,1,87,96,6.8,Downstream,,,2007-08-23
Golden Shiner,,1,119,129,17.9,Downstream,,,2007-08-23
Golden Shiner,,1,115,126,20.6,Downstream,,,2007-08-23
Northern Pearl Dace,,1,107,114,7.6,Downstream,,,2007-08-23
Pumpkinseed,,bulk,102,107,170.9,Downstream,,,2007-08-23
Pumpkinseed,,bulk,88,94,91.1,Downstream,,,2007-08-23
Pumpkinseed,,bulk,100,107,165.8,Downstream,,,2007-08-23
Pumpkinseed,,bulk,89,94,63.2,Downstream,,,2007-08-23
Pumpkinseed,,4,95,100,72.1,Downstream,,,2007-08-23
Pumpkinseed,,7,95,100,117.4,Downstream,,,2007-08-23
Pumpkinseed,,1,60,64,3.7,Downstream,,,2007-08-23
Smallmouth bass,CR5-A23-SMB-9,1,163,171,62.6,Downstream,,,2007-08-23
Smallmouth bass,CR5-A23-SMB-10,1,145,153,53.5,Downstream,,,2007-08-23
Smallmouth bass,,8,117,124,132.8,Downstream,,,2007-08-23
Smallmouth bass,,6,115,122,121.4,Downstream,,,2007-08-23
Smallmouth bass,,1,106,112,15.6,Downstream,,,2007-08-23
Smallmouth bass,,1,135,142,33.8,Downstream,,,2007-08-23
Smallmouth bass,,1,102,108,15.5,Downstream,,,2007-08-23
Smallmouth bass,,3,11,116,66.2,Downstream,,,2007-08-23
White Sucker,,1,243,261,173.1,Downstream,,,2007-08-23
Yellow Perch,,bulk,55,59,241.9,Downstream,,,2007-08-23
Yellow Perch,,bulk,56,60,182,Downstream,,,2007-08-23
Yellow Perch,,bulk,55,58,118.1,Downstream,,,2007-08-23
Yellow Perch,,bulk,54,58,66.6,Downstream,,,2007-08-23
Yellow Perch,,bulk,56,59,61.6,Downstream,,,2007-08-23
Yellow Perch,,1,168,178,61.7,Downstream,,,2007-08-23
Yellow Perch,,3,123,128,50.9,Downstream,,,2007-08-23
Yellow Perch,,1,161,169,48.4,Downstream,,,2007-08-23
Yellow Perch,,bulk,55,59,55,Downstream,,,2007-08-23
Yellow Perch,,bulk,58,62,33.7,Downstream,,,2007-08-23
Yellow Perch,,1,152,157,28.9,Downstream,,,2007-08-23
Yellow Perch,,1,131,136,24.5,Downstream,,,2007-08-23
Yellow Perch,,2,108,113,26,Downstream,,,2007-08-23
Yellow Perch,,12,94,99,80.6,Downstream,,,2007-08-23
Yellow Perch,,bulk,54,58,39.2,Downstream,,,2007-08-23
Yellow Perch,,7,79,85,37.7,Downstream,,,2007-08-23
Yellow Perch,,2,76,80,11.3,Downstream,,,2007-08-23
Yellow Perch,,bulk,57,60,31.6,Downstream,,,2007-08-23
Yellow Perch,,1,55,58,1.1,Downstream,,,2007-08-23
Yellow Perch,,1,54,57,1.4,Downstream,,,2007-08-23
Yellow Perch,,bulk,57,60,49.4,Downstream,,,2007-08-23
Yellow Perch,,bulk,49,52,52.9,Downstream,,,2007-08-23
Yellow Perch,,1,90,95,6.7,Downstream,,,2007-08-23
Yellow Perch,,1,106,111,12.8,Downstream,,,2007-08-23
Yellow Perch,,bulk,53,56,13.6,Downstream,,,2007-08-23
Yellow Perch,,1,48,51,1,Downstream,,,2007-08-23
Common Shiner,,1,130,138,23.7,Upstream,,,2007-08-23
Common Shiner,,1,125,138,22.2,Upstream,,,2007-08-23
Common Shiner,,1,110,122,19.7,Upstream,,,2007-08-23
Common Shiner,,1,122,135,20.6,Upstream,,,2007-08-23
Common Shiner,,1,100,111,12.9,Upstream,,,2007-08-23
Common Shiner,,1,63,70,3.6,Upstream,,,2007-08-23
Creek Chub,,1,170,180,57.3,Upstream,1,1,2007-08-23
Creek Chub,,1,67,71,2.7,Upstream,,,2007-08-23
Golden Shiner,,1,119,131,22.1,Upstream,,,2007-08-23
Pumpkinseed,,1,105,111,18.7,Upstream,,,2007-08-23
Pumpkinseed,,9,54,57,25.9,Upstream,,,2007-08-23
Pumpkinseed,,1,60,64,4.1,Upstream,,,2007-08-23
Pumpkinseed,,5,100,105,92.6,Upstream,,,2007-08-23
Pumpkinseed,,3,85,90,34.2,Upstream,,,2007-08-23
Pumpkinseed,,1,105,110,21.3,Upstream,,,2007-08-23
Pumpkinseed,,1,54,57,3.1,Upstream,,,2007-08-23
Pumpkinseed,,4,60,64,13.4,Upstream,,,2007-08-23
Pumpkinseed,,1,51,55,2.3,Upstream,,,2007-08-23
Smallmouth bass,,2,116,121,44.2,Upstream,,,2007-08-23
Smallmouth bass,,1,141,147,37.4,Upstream,,,2007-08-23
Smallmouth bass,,2,100,105,29,Upstream,,,2007-08-23
Smallmouth bass,,1,95,100,10.3,Upstream,,,2007-08-23
Smallmouth bass,,1,50,53,2.5,Upstream,,,2007-08-23
Yellow Perch,,bulk,58,61,64.7,Upstream,,,2007-08-23
Yellow Perch,,bulk,54,58,51.5,Upstream,,,2007-08-23
Yellow Perch,,bulk,60,64,21.2,Upstream,,,2007-08-23
Yellow Perch,,8,97,103,79.1,Upstream,,,2007-08-23
Yellow Perch,,bulk,94,100,5.8,Upstream,,,2007-08-23
Brook Trout,,1,68,71,3.5,Downstream,,,2008-08-23
Brook Trout,,1,233,245,145.5,Downstream,,,2008-08-23
Brown Bullhead,,1,,156,46.6,Downstream,,,2008-08-23
